Similarity Score_105,Similarity Score_414,Similarity Score_417,Similarity Score_422,Similarity Score_430,Variance,Skewness,Kurtosis,Compactness,FD_Mag2,FD_Mag3,FD_Mag4,FD_Mag5,FD_Mag6,FD_Mag7,FD_Mag8,FD_Mag9,FD_Mag10,FD_Mag11,FD_Mag12,FD_Mag13,FD_Mag14,FD_Mag15,FD_Mag16,FD_Mag17,FD_Mag18,FD_Mag19,FD_Mag20,Label
87.29444403,83.95368701,79.89019079,85.67051478,85.5639036,3350.101,0.338864,1.956743,21.03995,0.30905243,0.013651699,0.02314313,0.004275272,0.002715664,0.003160869,0.002196544,0.001807344,0.002322306,0.001103362,0.001864223,0.001036022,0.001749227,0.000406014,0.000857082,0.000753339,0.00140292,0.000387527,0.001356121,RRII 105
91.34018965,89.61836182,86.65879745,91.92544531,92.1741673,4728.799,0.45318,1.937885,21.97777,0.343664032,0.007377122,0.026020318,0.004133635,0.00726352,0.002853406,0.003554052,0.000863428,0.003094489,0.000433516,0.00179913,0.00121854,0.001827501,0.000161469,0.000729062,0.000975042,0.00082572,0.000753187,0.000680567,RRII 105
89.69913845,93.00729325,87.2071553,92.91588606,90.6802027,5990.077,0.379789,1.846929,22.97753,0.352120592,0.013453581,0.029535851,0.001781923,0.006480361,0.001470139,0.004212285,0.000874142,0.001117706,0.001362501,0.00131114,0.00065885,0.001274522,0.000662016,0.002090102,0.000239292,0.000631596,0.001056488,0.001104259,RRII 105
91.00178639,90.94565971,86.468362,92.31109562,91.5114422,4044.351,0.462029,1.951452,19.87234,0.357466112,0.008088614,0.028625186,0.000973488,0.004589838,0.002341461,0.002678096,0.000684992,0.001932808,0.000682985,0.001697267,0.000571846,0.001899768,0.000505183,0.000817184,0.000508464,0.001120377,0.000307485,0.000334269,RRII 105
91.18271354,88.24995576,85.27946039,90.69265889,90.8522463,4834.073,0.418363,1.919778,20.86702,0.350233243,0.00391623,0.028338803,0.003858458,0.007084444,0.0044753,0.002725814,0.000422512,0.003209709,0.000860114,0.001911435,0.00107093,0.001830332,0.000155931,0.001369666,0.000216636,0.001068308,0.000554093,0.001517768,RRII 105
86.75589441,82.10313248,83.84437259,85.44053355,89.1655592,5735.536,0.254391,1.836985,23.72036,0.347789301,0.016010156,0.031133095,0.002183444,0.006772072,0.003899948,0.002807483,0.002049868,0.00125333,0.000322401,0.002053306,0.000609972,0.001462574,0.000522155,0.001220139,0.000503059,0.001358845,0.000472031,0.000891797,RRII 105
87.95081262,87.12650671,81.10734447,87.61111566,85.8420234,3987.756,0.357634,1.908209,20.39274,0.334153587,0.004833765,0.027695421,0.005542511,0.003347288,0.002472568,0.003288316,0.002117539,0.001999564,0.001160186,0.001975325,0.001264074,0.001619211,0.000719995,0.000535635,0.00126312,0.000942932,0.000439189,0.000209895,RRII 105
87.78974855,84.14166493,78.44314162,85.23501205,83.7026805,4276.552,0.403817,1.880324,21.40293,0.314535505,0.010997378,0.024716312,0.0018383,0.005108273,0.002949807,0.002439943,0.000631708,0.00196402,0.001094798,0.001149103,0.000378588,0.001835956,0.000329473,0.000805692,0.000748826,0.001098946,0.000635277,0.000912007,RRII 105
89.73123298,93.01514785,97.06184734,95.35330135,97.7864619,9358.42,0.364234,1.843779,25.45777,0.412455205,0.015795965,0.033722201,0.002091752,0.007769876,0.004596042,0.004961726,0.001571321,0.003654389,0.001655479,0.002138161,0.000988613,0.001967166,0.000141841,0.000801658,0.001163779,0.001526851,0.000228702,0.000469723,RRII 105
83.70641129,82.02159849,73.7963058,81.47507432,78.1092414,4625.846,0.417743,1.895286,21.62656,0.317307656,0.00728855,0.025564484,0.001463867,0.005341555,0.002009866,0.00375725,0.000589661,0.001655618,0.000926821,0.001406508,0.000452582,0.001022781,0.000660764,0.001014248,0.000904424,0.001023306,0.000401474,0.000933011,RRII 105
85.69147879,83.57182909,76.20741924,83.2605072,80.7648041,4359.849,0.390776,1.904415,22.79984,0.337472342,0.014339854,0.026513971,0.002403088,0.005548757,0.003423859,0.002222195,0.001475874,0.001876934,0.001265782,0.001552542,0.000821878,0.001882996,0.000310156,0.000850021,0.000661207,0.00155147,0.000505577,0.000471644,RRII 105
84.99808421,84.67630302,76.85783352,84.06849041,80.8592588,5078.934,0.344511,1.848003,22.29538,0.319033664,0.006353854,0.030448758,0.001922028,0.007912898,0.003105209,0.004790096,0.001840791,0.001395692,0.001888044,0.000807038,0.000448946,0.001178234,0.000207475,0.000959102,0.0007542,0.001393323,0.000257401,0.000312824,RRII 105
